x,y
0.0,0.2130474692314317
0.10101010101010101,-0.7248001535175278
0.20202020202020202,-0.7095771308782813
0.30303030303030304,0.29480097976031594
0.40404040404040403,-0.24439681455101914
0.5050505050505051,-1.2412549276255607
0.6060606060606061,-1.2038532917615579
0.7070707070707071,-0.46181805340862336
0.8080808080808081,-1.55048843231148
0.9090909090909091,-1.4178788319646611
1.0101010101010102,-0.937000326051131
1.1111111111111112,-0.8232683145720712
1.2121212121212122,-0.9841793228673114
1.3131313131313131,-1.7267273489404735
1.4141414141414141,-1.0958725821201103
1.5151515151515151,-1.9092778839063151
1.6161616161616161,-1.8780620689227145
1.7171717171717171,-1.347434609494681
1.8181818181818181,-1.593732469610996
1.9191919191919191,-1.3953568034506523
2.0202020202020203,-1.7837826817515052
2.121212121212121,-2.0187492162089136
2.2222222222222223,-2.8317100704800837
2.323232323232323,-2.5216586186431726
2.4242424242424243,-2.776438872719836
2.525252525252525,-2.9092680601838996
2.6262626262626263,-1.916746794133958
2.727272727272727,-2.8876261402725865
2.8282828282828283,-2.240212995517158
2.929292929292929,-2.7325849902970347
3.0303030303030303,-2.5880860749905574
3.131313131313131,-3.127357491655343
3.2323232323232323,-3.1169674053836935
3.3333333333333335,-3.3445567926050375
3.4343434343434343,-3.8914789526463673
3.5353535353535355,-3.2016753624612777
3.6363636363636362,-3.9652050927023526
3.7373737373737375,-4.450899787726557
3.8383838383838382,-3.620175394523087
3.9393939393939394,-4.4237279202833655
4.040404040404041,-3.379716163874669
4.141414141414141,-3.46052127591026
4.242424242424242,-3.6201276570935694
4.343434343434343,-4.538196293051177
4.444444444444445,-5.1712595196511435
4.545454545454545,-3.902976701572957
4.646464646464646,-4.7541884239886745
4.747474747474747,-4.047492518909243
4.848484848484849,-4.153054882850969
4.94949494949495,-4.41998076629391
5.05050505050505,-5.358831712400671
5.151515151515151,-5.323868558612263
5.252525252525253,-4.725820245249967
5.353535353535354,-5.628152345800937
5.454545454545454,-5.950306334516315
5.555555555555555,-5.47035366186803
5.656565656565657,-5.002333495324486
5.757575757575758,-5.463531062563298
5.858585858585858,-5.753494103451811
5.959595959595959,-6.563831218939806
6.0606060606060606,-5.888095220557306
6.161616161616162,-5.426535386459767
6.262626262626262,-6.802500239771476
6.363636363636363,-6.3361418850907585
6.4646464646464645,-5.898586856754531
6.565656565656566,-6.204503639025259
6.666666666666667,-6.371143055173765
6.767676767676767,-6.463950641696103
6.8686868686868685,-7.079450141857236
6.96969696969697,-7.27930920330023
7.070707070707071,-6.6066653374893
7.171717171717171,-6.7065470796984
7.2727272727272725,-6.722118794857117
7.373737373737374,-6.753876544902667
7.474747474747475,-7.457733876456068
7.575757575757575,-7.573483133726776
7.6767676767676765,-7.229324908317514
7.777777777777778,-7.55283188161113
7.878787878787879,-7.575837562901324
7.979797979797979,-7.5361089756438275
8.080808080808081,-7.495800068081731
8.181818181818182,-8.42482544654088
8.282828282828282,-8.469453853868366
8.383838383838384,-8.99286547407708
8.484848484848484,-8.367428273354223
8.585858585858587,-9.281945175163473
8.686868686868687,-8.738471659669997
8.787878787878787,-8.723911835817422
8.88888888888889,-9.209077010696463
8.98989898989899,-8.853649099045473
9.09090909090909,-9.795158716000516
9.191919191919192,-9.88589690879537
9.292929292929292,-8.809028451939804
9.393939393939394,-9.6036534318225
9.494949494949495,-10.054358725971667
9.595959595959595,-9.56259470587739
9.696969696969697,-9.291979367321781
9.797979797979798,-10.224248256734533
9.8989898989899,-9.714654185261399
10.0,-10.621978802509348
