x,y
0.0,-1.4057124429397971
0.10101010101010101,0.6112514358115431
0.20202020202020202,-0.1528916527306159
0.30303030303030304,0.6317726795547145
0.40404040404040403,2.030780229859087
0.5050505050505051,0.2579776975476351
0.6060606060606061,0.9432699812281014
0.7070707070707071,2.1807948297705604
0.8080808080808081,0.8025561126364833
0.9090909090909091,0.549121547668197
1.0101010101010102,1.3894563789433243
1.1111111111111112,1.2058860839842356
1.2121212121212122,3.7133353812701433
1.3131313131313131,3.550623764955877
1.4141414141414141,3.2284940978140986
1.5151515151515151,4.144684800866184
1.6161616161616161,4.143339463020576
1.7171717171717171,2.494053611001542
1.8181818181818181,4.814040631833569
1.9191919191919191,3.95641056413079
2.0202020202020203,4.962724505896228
2.121212121212121,5.430698142194721
2.2222222222222223,3.8984548693600365
2.323232323232323,3.4766204200476762
2.4242424242424243,4.032290336110673
2.525252525252525,4.83182841638382
2.6262626262626263,6.206569550292732
2.727272727272727,6.536737204314484
2.8282828282828283,4.177422048159229
2.929292929292929,5.890827766318555
3.0303030303030303,5.812839070052398
3.131313131313131,5.428949694038453
3.2323232323232323,5.324242566647513
3.3333333333333335,6.179512180877551
3.4343434343434343,8.197415980424426
3.5353535353535355,6.540315866769337
3.6363636363636362,7.329099137957371
3.7373737373737375,8.08380435143301
3.8383838383838382,7.267656483905558
3.9393939393939394,9.29413412695076
4.040404040404041,9.468149965634415
4.141414141414141,7.538175170304374
4.242424242424242,8.47659400252564
4.343434343434343,8.089503616318996
4.444444444444445,8.243410372021293
4.545454545454545,7.7015699329726885
4.646464646464646,9.621622294868983
4.747474747474747,9.502986564636078
4.848484848484849,8.351405950719665
4.94949494949495,9.234929291699734
5.05050505050505,11.325807758910061
5.151515151515151,9.52171597503122
5.252525252525253,9.439735121324174
5.353535353535354,10.675428987903397
5.454545454545454,12.36604227142271
5.555555555555555,10.337276925645613
5.656565656565657,11.829537955348949
5.757575757575758,12.30001036113767
5.858585858585858,10.930084349148915
5.959595959595959,12.603840965027498
6.0606060606060606,11.724561519369882
6.161616161616162,12.720149815013063
6.262626262626262,12.925841657535209
6.363636363636363,12.834596779497002
6.4646464646464645,11.700162239456153
6.565656565656566,14.137220618080846
6.666666666666667,12.79567352824854
6.767676767676767,12.594909066553097
6.8686868686868685,12.359699162038028
6.96969696969697,14.212072768958665
7.070707070707071,14.67410722694099
7.171717171717171,12.893197830217911
7.2727272727272725,14.58173372035239
7.373737373737374,13.92696207306856
7.474747474747475,15.3850133207233
7.575757575757575,14.174614438530124
7.6767676767676765,15.926348567842751
7.777777777777778,15.215761594457167
7.878787878787879,17.06776572378596
7.979797979797979,14.87215879203394
8.080808080808081,15.684815214766939
8.181818181818182,15.204056927358131
8.282828282828282,17.839737420492252
8.383838383838384,17.89969482781971
8.484848484848484,16.243521852842434
8.585858585858587,17.65166930981971
8.686868686868687,18.32540397434102
8.787878787878787,17.74136001055596
8.88888888888889,17.866729512845797
8.98989898989899,17.205354852499333
9.09090909090909,16.961126485235877
9.191919191919192,19.575485657698366
9.292929292929292,19.787112757348577
9.393939393939394,19.18718315969859
9.494949494949495,18.506988363045092
9.595959595959595,18.73954791575717
9.696969696969697,20.07180643055011
9.797979797979798,20.787290375817328
9.8989898989899,20.95923907077515
10.0,20.83962663757287
